DATE,SHARE_CODE,ISSUER_NAME,INVESTOR_NAME,INVESTOR_TYPE,LOCAL_FOREIGN,NATIONALITY,DOMICILE,HOLDINGS_SCRIPLESS,HOLDINGS_SCRIP,TOTAL_HOLDING_SHARES,PERCENTAGE,ISSUER_NAME_CLEAN,INVESTOR_NAME_CLEAN,SOURCE_DATE_STR
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,RETAIL DEVELOPMENT GROUP LIMITED,CP,F,,CAYMAN ISLANDS,2251480000,0,2251480000,4.99,Rimo International Lestari,Retail Development Group,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT SINAR MAS MULTIARTHA Tbk,CP,D,,INDONESIA,2200000000,0,2200000000,4.88,Rimo International Lestari,Sinar Mas Multiartha,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,"CAPITAL LIFE SYARIAH, PT",IS,D,,INDONESIA,1560635600,0,1560635600,3.46,Rimo International Lestari,Capital Life Syariah,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT GASA PERDANA CIPTADAYA,CP,D,,INDONESIA,1395860700,0,1395860700,3.1,Rimo International Lestari,Gasa Perdana Ciptadaya,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA EMCO MANTAP,MF,D,,INDONESIA,1189826500,0,1189826500,2.64,Rimo International Lestari,Reksa Dana Emco Mantap,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA CAPITAL EQUITY FUND,MF,D,,INDONESIA,869050600,0,869050600,1.93,Rimo International Lestari,Reksa Dana Capital Equity,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT WAHANA BERSAMA NUSANTARA,CP,D,,INDONESIA,864221800,0,864221800,1.92,Rimo International Lestari,Wahana Bersama Nusantara,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA POOL ADVISTA KAPITAL OPTIMAL,MF,D,,INDONESIA,772010000,0,772010000,1.71,Rimo International Lestari,Reksa Dana Pool Advista Kapital Optimal,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT Yuanta Sekuritas Indonesia,SC,D,,INDONESIA,745914350,0,745914350,1.65,Rimo International Lestari,Yuanta Sekuritas Indonesia,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA PACIFIC EQUITY FUND,MF,D,,INDONESIA,619061200,0,619061200,1.37,Rimo International Lestari,Reksa Dana Pacific Equity,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,MF,D,,INDONESIA,610982000,0,610982000,1.36,Rimo International Lestari,Reksa Dana Pan Arcadia Dana Saham Bertumbuh,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA EMCO GROWTH FUND,MF,D,,INDONESIA,613157800,0,613157800,1.36,Rimo International Lestari,Reksa Dana Emco Growth,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,YUDI DAUNAWATI,,,,,0,613861386,613861386,1.36,Rimo International Lestari,Yudi Daunawati,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,PT. Victoria Investama Tbk,CP,D,,INDONESIA,519355226,0,519355226,1.15,Rimo International Lestari,Victoria Investama,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,ARIEF EFFENDI,ID,F,INDONESIAN,INDONESIA,495851900,0,495851900,1.1,Rimo International Lestari,Arief Effendi,2026-03-10
2026-02-27,RIMO,RIMO INTERNATIONAL LESTARI Tbk,REKSA DANA SYARIAH EMCO SAHAM SYARIAH BAROKAH,MF,D,,INDONESIA,462347200,0,462347200,1.03,Rimo International Lestari,Reksa Dana Syariah Emco Saham Syariah Barokah,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT TANCORP GLOBAL SENTOSA,CP,D,,INDONESIA,508084000,12498585200,13006669200,80.3,Jaya Sukses Makmur Sentosa,Tancorp Global Sentosa,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,"TIARA DAMAI SAMUDRA, PT",CP,D,,INDONESIA,657860000,0,657860000,4.06,Jaya Sukses Makmur Sentosa,Tiara Damai Samudra,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT RODECO ANUGRAH BUANA,CP,D,,INDONESIA,484470600,0,484470600,2.99,Jaya Sukses Makmur Sentosa,Rodeco Anugrah Buana,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,"BERKAT NIRWANA SENTOSA, PT",CP,D,,INDONESIA,387094000,0,387094000,2.39,Jaya Sukses Makmur Sentosa,Berkat Nirwana Sentosa,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,UOB KAY HIAN PRIVATE LIMITED,SC,F,,SINGAPORE,382650000,0,382650000,2.36,Jaya Sukses Makmur Sentosa,Uob Kay Hian Private,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT NOVA INVESTAMA MANDIRI,CP,D,,INDONESIA,340885200,0,340885200,2.1,Jaya Sukses Makmur Sentosa,Nova Investama Mandiri,2026-03-10
2026-02-27,RISE,JAYA SUKSES MAKMUR SENTOSA Tbk,PT PRIMA SARANA ABADI,CP,D,,INDONESIA,215000000,0,215000000,1.33,Jaya Sukses Makmur Sentosa,Prima Sarana Abadi,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,REALCO OMEGA INVESTAMA PT,CP,D,,INDONESIA,2425000000,0,2425000000,77.6,Abadi Lestari Indonesia,Realco Omega Investama,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,PT SAMUEL SEKURITAS INDONESIA,SC,D,,INDONESIA,87910100,0,87910100,2.81,Abadi Lestari Indonesia,Samuel Sekuritas Indonesia,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,CAKRA WIJAYA KAPITAL PT,CP,D,,INDONESIA,84869600,0,84869600,2.72,Abadi Lestari Indonesia,Cakra Wijaya Kapital,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,PT SAMUEL TUMBUH BERSAMA,CP,D,,INDONESIA,74764000,0,74764000,2.39,Abadi Lestari Indonesia,Samuel Tumbuh Bersama,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,EDWIN PRANATA,ID,D,INDONESIAN,INDONESIA,72500000,0,72500000,2.32,Abadi Lestari Indonesia,Edwin Pranata,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,Resources Fortune LTD,OT,F,,BRITISH INDIAN OCEAN TERRITORY,67346700,0,67346700,2.16,Abadi Lestari Indonesia,Resources Fortune,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,EUNICE M SATYONO,ID,D,INDONESIAN,INDONESIA,63330000,0,63330000,2.03,Abadi Lestari Indonesia,Eunice M Satyono,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,DHANA PRATAMA INVESTAMA PT,CP,D,,INDONESIA,62474600,0,62474600,2.0,Abadi Lestari Indonesia,Dhana Pratama Investama,2026-03-10
2026-02-27,RLCO,ABADI LESTARI INDONESIA Tbk,INDO ALAM RESOURCES PTE. LTD,OT,F,,SINGAPORE,40291200,0,40291200,1.29,Abadi Lestari Indonesia,Indo Alam Resources,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT RMK INVESTAMA,CP,D,,INDONESIA,2132693000,352307000,2485000000,56.8,Rmk Energy,Rmk Investama,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT ASA KAPITAL SEJAHTERA,CP,D,,INDONESIA,204647600,0,204647600,4.68,Rmk Energy,Asa Kapital Sejahtera,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT ARTHA DANA INDONESIA,CP,D,,INDONESIA,196044100,0,196044100,4.48,Rmk Energy,Artha Dana Indonesia,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT. ALPHA INVESTASI ASIA,CP,D,,INDONESIA,192748800,0,192748800,4.41,Rmk Energy,Alpha Investasi Asia,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,BINA BUANA KAPITAL PT,CP,D,,INDONESIA,189960000,0,189960000,4.34,Rmk Energy,Bina Buana Kapital,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT MITRA INVESTASI GEMILANG,CP,D,,INDONESIA,186224100,0,186224100,4.26,Rmk Energy,Mitra Investasi Gemilang,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT CIPTA INVESTA INDONESIA,CP,D,,INDONESIA,183141200,0,183141200,4.19,Rmk Energy,Cipta Investa Indonesia,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT GLOBAL MULTI INVESTASI,CP,D,,INDONESIA,147177200,0,147177200,3.36,Rmk Energy,Global Multi Investasi,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,TONY SAPUTRA,ID,D,INDONESIAN,INDONESIA,0,70000000,70000000,1.6,Rmk Energy,Tony Saputra,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT MAGNA INVESTASI SEJAHTERA,CP,D,,INDONESIA,68803900,0,68803900,1.57,Rmk Energy,Magna Investasi Sejahtera,2026-03-10
2026-02-27,RMKE,RMK ENERGY Tbk,PT WAHANA INVESTASI INDONESIA,CP,D,,INDONESIA,46144800,0,46144800,1.05,Rmk Energy,Wahana Investasi Indonesia,2026-03-10
2026-02-27,RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,PT RMK INVESTAMA,CP,D,,INDONESIA,192500000,0,192500000,15.4,Royaltama Mulia Kontraktorindo,Rmk Investama,2026-03-10
2026-02-27,RMKO,ROYALTAMA MULIA KONTRAKTORINDO Tbk,ANDRY HAKIM,ID,D,INDONESIAN,INDONESIA,30000000,0,30000000,2.4,Royaltama Mulia Kontraktorindo,Andry Hakim,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,LUCIANA,ID,D,INDONESIAN,INDONESIA,387500000,0,387500000,27.0,Rockfields Properti Indonesia,Luciana,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PO SUN KOK,ID,D,INDONESIAN,INDONESIA,387499998,0,387499998,27.0,Rockfields Properti Indonesia,Po Sun Kok,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT POLLUX HOTELS GROUP TBK,CP,D,,INDONESIA,373148100,0,373148100,26.0,Rockfields Properti Indonesia,Pollux Hotels Group,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT GOLDEN FLOWER GLOBAL RESOURCES,CP,D,,INDONESIA,62417000,0,62417000,4.35,Rockfields Properti Indonesia,Golden Flower Global Resources,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,BANK JULIUS BAER & CO. LTD,IB,F,,SINGAPORE,60277000,0,60277000,4.2,Rockfields Properti Indonesia,Julius Baer,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT GRAHA METTA ARYA,CP,D,,INDONESIA,55254000,0,55254000,3.85,Rockfields Properti Indonesia,Graha Metta Arya,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT KARIMUN JAWA PRATAMA,CP,D,,INDONESIA,53819000,0,53819000,3.75,Rockfields Properti Indonesia,Karimun Jawa Pratama,2026-03-10
2026-02-27,ROCK,ROCKFIELDS PROPERTI INDONESIA Tbk,PT SURYA MASINDO,CP,D,,INDONESIA,52384000,0,52384000,3.65,Rockfields Properti Indonesia,Surya Masindo,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,NIO YANTONY,ID,D,INDONESIAN,INDONESIA,3603968900,0,3603968900,26.52,Pikko Land Development,Nio Yantony,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,KWAN SIOE MOEI,ID,D,INDONESIAN,,3595930500,0,3595930500,26.46,Pikko Land Development,Kwan Sioe Moei,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,GINAWAN CHONDRO,ID,D,INDONESIAN,INDONESIA,1438993800,0,1438993800,10.59,Pikko Land Development,Ginawan Chondro,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,HSBC RBWM CAROLINE DEWI,ID,D,INDONESIAN,,884242500,0,884242500,6.51,Pikko Land Development,Hsbc Rbwm Caroline Dewi,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,SICILIA ALEXANDER S,ID,D,INDONESIAN,INDONESIA,875852600,0,875852600,6.44,Pikko Land Development,Sicilia Alexander S,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,WIRAWAN CHONDRO,ID,D,INDONESIAN,INDONESIA,753034900,0,753034900,5.54,Pikko Land Development,Wirawan Chondro,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,KINGSWOOD UNION CORPORATION,OT,F,,"VIRGIN ISLANDS, BRITISH",678901100,0,678901100,4.99,Pikko Land Development,Kingswood Union,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,"GAN, LEONITA",ID,D,INDONESIAN,,402429200,0,402429200,2.96,Pikko Land Development,Gan Leonita,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,LISNAWATI CHONDRO,ID,D,INDONESIAN,,223168900,0,223168900,1.64,Pikko Land Development,Lisnawati Chondro,2026-03-10
2026-02-27,RODA,PIKKO LAND DEVELOPMENT Tbk,Stephanus Abrian Natan,ID,D,INDONESIAN,INDONESIA,160973700,0,160973700,1.18,Pikko Land Development,Stephanus Abrian Natan,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,HONOUR ACCORD LIMITED,CP,F,,HONG KONG,1000001600,0,1000001600,80.0,Aracord Nusantara Group,Honour Accord,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,LUTING QIU,ID,D,CHINESE,CHINA,60625000,0,60625000,4.85,Aracord Nusantara Group,Luting Qiu,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,WANTING HUANG,ID,D,CHINESE,CHINA,58977600,0,58977600,4.72,Aracord Nusantara Group,Wanting Huang,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,GUANG CHEN,ID,D,CHINESE,CHINA,55625000,0,55625000,4.45,Aracord Nusantara Group,Guang Chen,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,SHUAI HU,ID,D,CHINESE,CHINA,40625000,0,40625000,3.25,Aracord Nusantara Group,Shuai Hu,2026-03-10
2026-02-27,RONY,ARACORD NUSANTARA GROUP Tbk,PT QINFA INTERNASIONAL INVESTASI,CP,D,,INDONESIA,19922900,0,19922900,1.59,Aracord Nusantara Group,Qinfa Internasional Investasi,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,PT. INDORITEL MAKMUR INTERNASIONAL TBK,CP,D,,INDONESIA,1594467000,0,1594467000,25.77,Nippon Indosari Corpindo,Indoritel Makmur Internasional,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,DEMETER INDO INVESTMENT PTE LTD,CP,F,,SINGAPORE,1370798546,0,1370798546,22.16,Nippon Indosari Corpindo,Demeter Indo Investment,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,BONLIGHT INVESTMENTS LIMITED,CP,F,,"VIRGIN ISLANDS, BRITISH",1285984899,0,1285984899,20.79,Nippon Indosari Corpindo,Bonlight Investments,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,"NIPPON INDOSARI CORPINDO TBK, PT.",CP,D,,INDONESIA,564213400,0,564213400,9.12,Nippon Indosari Corpindo,Nippon Indosari Corpindo,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,PASCO SHIKISHIMA CORPORATION,CP,F,,,0,525864777,525864777,8.5,Nippon Indosari Corpindo,Pasco Shikishima,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,LIEF HOLDINGS PTE LTD,CP,F,,SINGAPORE,375033700,0,375033700,6.06,Nippon Indosari Corpindo,Lief Holdings,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,DBS BANK LTD S/A ALBIZIA ASEAN OPPORTUNITIES FUND,IB,F,,UNITED KINGDOM,122685011,0,122685011,1.98,Nippon Indosari Corpindo,DBS,2026-03-10
2026-02-27,ROTI,NIPPON INDOSARI CORPINDO Tbk,LANDWELL PROPERTIES INC.,CP,F,,CAYMAN ISLANDS,112225966,0,112225966,1.81,Nippon Indosari Corpindo,Landwell Properties,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT. WAHYU AGUNG,CP,D,,INDONESIA,0,2105000000,2105000000,79.43,Charlie Hospital Semarang,Wahyu Agung,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT INVESTASI HARMONI SEJAHTERA,CP,D,,INDONESIA,127180400,0,127180400,4.8,Charlie Hospital Semarang,Investasi Harmoni Sejahtera,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,PT KONSULTAMA SUKSES INDONESIA,CP,D,,INDONESIA,126401900,0,126401900,4.77,Charlie Hospital Semarang,Konsultama Sukses Indonesia,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,THEO CHANDRA HUTOMO,ID,D,INDONESIAN,INDONESIA,34435100,0,34435100,1.3,Charlie Hospital Semarang,Theo Chandra Hutomo,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,NANCY,ID,D,INDONESIAN,INDONESIA,27684200,0,27684200,1.04,Charlie Hospital Semarang,Nancy,2026-03-10
2026-02-27,RSCH,CHARLIE HOSPITAL SEMARANG Tbk,BENNY ANDREWIJAYA,ID,D,INDONESIAN,INDONESIA,27000000,0,27000000,1.02,Charlie Hospital Semarang,Benny Andrewijaya,2026-03-10
2026-02-27,RSGK,KEDOYA ADYARAYA Tbk,PT SARANA MEDITAMA METROPOLITAN TBK,CP,D,,INDONESIA,742242200,0,742242200,79.84,Kedoya Adyaraya,Sarana Meditama Metropolitan,2026-03-10
2026-02-27,RSGK,KEDOYA ADYARAYA Tbk,PT. BESTAMA MEDIKACENTER INVESTAMA,CP,D,,INDONESIA,122055540,0,122055540,13.13,Kedoya Adyaraya,Bestama Medikacenter Investama,2026-03-10
2026-02-27,RSGK,KEDOYA ADYARAYA Tbk,PT. INTIMANUNGGAL MULTI DEVELOPMENT,CP,D,,INDONESIA,21800000,0,21800000,2.34,Kedoya Adyaraya,Intimanunggal Multi Development,2026-03-10
2026-02-27,RSGK,KEDOYA ADYARAYA Tbk,HUNGKANG SUTEDJA,ID,D,INDONESIAN,INDONESIA,14187960,0,14187960,1.53,Kedoya Adyaraya,Hungkang Sutedja,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,HAIYANTO,ID,D,INDONESIAN,INDONESIA,184598700,0,184598700,23.97,Radiant Utama Interinsco,Haiyanto,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,"Radiant Nusa Investama, PT",CP,D,,INDONESIA,110202500,64152000,174354500,22.64,Radiant Utama Interinsco,Radiant Nusa Investama,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,OCBC SECURITIES PRIVATE LIMITED,SC,F,,SINGAPORE,106448200,0,106448200,13.82,Radiant Utama Interinsco,OCBC,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,CIPTA DUTA ENERGI. PT,CP,D,,INDONESIA,38451950,0,38451950,4.99,Radiant Utama Interinsco,Cipta Duta Energi,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,KARYA MITRA ENERGI. PT,CP,D,,INDONESIA,37254600,0,37254600,4.84,Radiant Utama Interinsco,Karya Mitra Energi,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,"MULTIPRATAMA DAYA SOLUSI, PT",CP,D,,INDONESIA,33208600,0,33208600,4.31,Radiant Utama Interinsco,Multipratama Daya Solusi,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,PT. BUANA INTI SINERGI,CP,D,,INDONESIA,24074100,0,24074100,3.13,Radiant Utama Interinsco,Buana Inti Sinergi,2026-03-10
2026-02-27,RUIS,RADIANT UTAMA INTERINSCO Tbk,RACHMAD WIDIANTO DRS,ID,D,INDONESIAN,INDONESIA,9100000,0,9100000,1.18,Radiant Utama Interinsco,Rachmad Widianto,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,SONY RACHMADI PURNOMO,ID,D,INDONESIAN,INDONESIA,46200,285559425,285605625,29.04,Global Sukses Solusi,Sony Rachmadi Purnomo,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,TAN KIAN GEE,ID,D,INDONESIAN,INDONESIA,273743575,0,273743575,27.83,Global Sukses Solusi,Tan Kian Gee,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,PT METRA-NET,CP,D,,,0,85227275,85227275,8.67,Global Sukses Solusi,Metra-net,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,KB-MDI CENTAURI MASTER FUND PTE LTD,,,,,0,76530600,76530600,7.78,Global Sukses Solusi,Kb-mdi Centauri Master,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,TEMMY WONGSO,ID,D,INDONESIAN,INDONESIA,29290500,0,29290500,2.98,Global Sukses Solusi,Temmy Wongso,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,PT METRA DIGITAL INVESTAMA,CP,D,,,0,28197000,28197000,2.87,Global Sukses Solusi,Metra Digital Investama,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,SUARDI,ID,D,INDONESIAN,INDONESIA,17862400,0,17862400,1.82,Global Sukses Solusi,Suardi,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,MUHAMMAD AQFIAN MUNTAHA ADIANTHO,ID,D,INDONESIAN,INDONESIA,0,12500000,12500000,1.27,Global Sukses Solusi,Muhammad Aqfian Muntaha Adiantho,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,SUHARTONO,ID,D,INDONESIAN,INDONESIA,31500,12500000,12531500,1.27,Global Sukses Solusi,Suhartono,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,DWIE KRISTIANTO,,,,,0,12500000,12500000,1.27,Global Sukses Solusi,Dwie Kristianto,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,REKSA DANA SUCORINVEST SAHAM DINAMIS,MF,D,,INDONESIA,10558400,0,10558400,1.07,Global Sukses Solusi,Reksa Dana Sucorinvest Saham Dinamis,2026-03-10
2026-02-27,RUNS,GLOBAL SUKSES SOLUSI Tbk,EDWIN PRAMANA,ID,D,INDONESIAN,INDONESIA,10400000,0,10400000,1.06,Global Sukses Solusi,Edwin Pramana,2026-03-10
2026-02-27,SAFE,STEADY SAFE Tbk,"Infiniti Wahana, PT",CP,D,,INDONESIA,456949913,7646000,464595913,56.57,Steady Safe,Infiniti Wahana,2026-03-10
2026-02-27,SAFE,STEADY SAFE Tbk,BP2S SG/BNP PARIBAS SINGAPORE BRANCH WEALTH MANAGEMENT,OT,F,,SINGAPORE,228542002,0,228542002,27.83,Steady Safe,Bp2s Sg/bnp Paribas Singapore Branch Wealth Management,2026-03-10
2026-02-27,SAFE,STEADY SAFE Tbk,PT ABDI RAHARJA,CP,D,,INDONESIA,61520900,0,61520900,7.49,Steady Safe,Abdi Raharja,2026-03-10
2026-02-27,SAFE,STEADY SAFE Tbk,Peter Wijaya,ID,D,INDONESIAN,INDONESIA,11550000,0,11550000,1.41,Steady Safe,Peter Wijaya,2026-03-10
2026-02-27,SAFE,STEADY SAFE Tbk,GOLD PEAK INVESTMENTS LTD,,,,,0,9104000,9104000,1.11,Steady Safe,Gold Peak Investments,2026-03-10
2026-02-27,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,PT. BENTENG TERANG SEJAHTERA,CP,D,,INDONESIA,349800,5623250000,5623599800,70.0,Saptausaha Gemilangindah,Benteng Terang Sejahtera,2026-03-10
2026-02-27,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,EDWARD HALIM,ID,D,INDONESIAN,INDONESIA,775000000,0,775000000,9.65,Saptausaha Gemilangindah,Edward Halim,2026-03-10
2026-02-27,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,REKSA DANA SUCORINVEST EQUITY PRIMA FUND,MF,D,,INDONESIA,243750000,0,243750000,3.03,Saptausaha Gemilangindah,Reksa Dana Sucorinvest Equity Prima,2026-03-10
2026-02-27,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,REKSA DANA SUCORINVEST MAXI FUND,MF,D,,INDONESIA,181026400,0,181026400,2.25,Saptausaha Gemilangindah,Reksa Dana Sucorinvest Maxi,2026-03-10
2026-02-27,SAGE,SAPTAUSAHA GEMILANGINDAH Tbk,ROBERT TANJANI,ID,D,INDONESIAN,INDONESIA,131445700,0,131445700,1.64,Saptausaha Gemilangindah,Robert Tanjani,2026-03-10
2026-02-27,SAME,SARANA MEDITAMA METROPOLITAN Tbk,PT ELANG MAHKOTA TEKNOLOGI TBK,CP,D,,INDONESIA,14544147845,0,14544147845,84.78,Sarana Meditama Metropolitan,Elang Mahkota Teknologi,2026-03-10
2026-02-27,SAME,SARANA MEDITAMA METROPOLITAN Tbk,PT PAKUWON JATI,CP,D,,INDONESIA,706456800,0,706456800,4.12,Sarana Meditama Metropolitan,Pakuwon Jati,2026-03-10
2026-02-27,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,PT. SARASWANTI UTAMA,CP,D,,INDONESIA,0,7612500000,7612500000,74.27,Saraswanti Anugerah Makmur,Saraswanti Utama,2026-03-10
2026-02-27,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,NOEGROHO HARIHARDONO,ID,D,INDONESIAN,INDONESIA,0,508950000,508950000,4.97,Saraswanti Anugerah Makmur,Noegroho Harihardono,2026-03-10
2026-02-27,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,PT SARANA SUBUR MAKMUR,CP,D,,INDONESIA,400631000,0,400631000,3.91,Saraswanti Anugerah Makmur,Sarana Subur Makmur,2026-03-10
2026-02-27,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,PT SURAPON BERKAH MAKMUR,CP,D,,INDONESIA,351072700,0,351072700,3.43,Saraswanti Anugerah Makmur,Surapon Berkah Makmur,2026-03-10
2026-02-27,SAMF,SARASWANTI ANUGERAH MAKMUR Tbk,PT. ANUGERAH BANDA SAGARA,CP,D,,INDONESIA,306500400,0,306500400,2.99,Saraswanti Anugerah Makmur,Anugerah Banda Sagara,2026-03-10
